HW1;HW2;HW3;HW57;HW53
44;13.9;94;3;13.3
31;12;88.3;4;14.7
55;21.1;112.7;3;13.7
8;7.2;66.7;2;12.2
30;12;85.3;2;12.4
18;9.5;77.8;4;15
25;11.4;81.5;3;13.7
39;15.7;93.6;2;13.1
9;7.4;68;3;13.6
8;7.6;66;3;14
51;14.4;93.3;4;14.4
59;19.2;112.4;4;14.6
12;9;68.3;4;16.7
57;15.4;103.5;4;16.3
14;9.2;70.5;4;14.6
43;14.1;94.4;4;14.9
22;10.6;82.6;3;12
59;19.4;108.2;4;13.3
14;9.1;75;3;11.9
31;11.6;86.8;3;11
48;16.8;100.3;4;12.4
20;10.5;80.7;4;12.1
55;14.4;97.6;4;12.2
18;9.7;75.8;4;12.4
54;18.4;108.5;4;13.5
27;12.3;88.5;2;9.5
47;13.8;96.1;4;12.3
47;15.1;100.6;4;13
12;9;69.7;4;12.6
6;8.8;68.8;2;10.5
59;15.4;101.9;4;12.8
32;17.6;96.5;4;12.2
8;9.2;68.4;4;12.1
32;14.1;93.1;3;11.3
53;21.6;110.5;4;13.2
44;16.9;101.4;4;12.8
51;14.8;101.9;4;14.8
39;14.8;93.9;4;12.5
15;10.2;77.7;4;12
24;11.1;84.1;3;11.5
10;8.6;70.6;2;9.6
56;14.2;100.1;4;12.9
28;12.7;90.2;4;12.5
40;15.6;102.3;4;11.1
28;11.2;84.9;2;9.8
48;16.8;100.7;4;11
27;11.3;84.9;4;11.2
25;21.4;91.6;4;12.5
59;18.3;106.3;4;12.6
52;17.5;103.5;3;10.7
54;15.2;105.7;4;11.5
9;9.6;71.3;4;11.3
37;13.7;91.9;4;12.5
18;13.9;85.3;4;11.7
27;15.3;91.3;4;11.9
25;12.1;87.4;4;11.9
26;13.4;94;4;13.1
23;14;90.1;4;12.5
21;11.9;86.2;4;12.5
27;21.2;94.2;4;12.4
8;9.8;72;3;10.1
19;12;81.5;3;10.3
11;10.4;75.5;4;12.4
52;20.1;112.1;4;11.9
46;13.6;97.7;4;12.7
28;11.2;88.8;4;12
33;14.3;90.9;4;11.9
20;13.4;88.5;4;12.7
9;8.5;70.3;4;13
46;12.7;93.7;4;13.2
21;10.6;80.5;3;10.1
22;12.6;88.4;3;10.5
14;8.1;73.3;2;8.6
58;15.7;102.2;3;10
30;12.6;90.3;4;11.3
12;8.3;70.2;2;9.2
56;15.5;100.7;4;11.1
9;8.5;70.8;2;9.9
21;14.8;85.7;3;10
24;10.8;80.8;2;9.3
15;11.6;82.5;4;11.5
41;14.6;95.2;2;9.1
16;8.6;72.9;3;11
50;17.2;104.1;2;12.7
16;9.6;75.9;3;13.2
39;11.6;88.8;4;14
25;11;81.2;2;12.7
8;8.9;70.5;4;14
55;19;107.6;2;11.9
53;14.7;102.7;4;13.3
55;18.1;107;4;16.7
42;17;99.4;4;14.3
44;15.2;96;4;14.5
58;16.3;99.9;4;14.7
44;14.8;95.6;4;15.7
47;15.8;99.3;3;13.2
33;13.1;88.6;3;13.2
52;23;98.5;4;13.8
49;17.2;97.6;4;13.8
21;9.9;81.5;4;13.5
34;10.8;85.2;3;13.2
18;9.2;79.3;3;12.3
15;7.4;69.2;4;14.1
44;14.2;92.7;3;12.4
10;7.1;64;2;11
53;16.8;100.1;4;13.1
53;17.1;101.5;4;13
16;9.2;74.5;2;10.8
42;15.2;98.5;4;13.8
37;12.8;89.7;3;11.7
8;7;64.3;4;13.2
38;14.8;97.3;4;13.8
44;13.8;96.6;4;12.8
16;9.7;76.8;3;11.3
10;8.2;69.2;2;10.3
17;7.8;71.1;2;9.4
51;15.7;100.2;4;13.9
21;12.1;84.5;4;12.5
56;14.3;97.2;3;11.9
28;11.4;81;4;13.9
57;19.1;109.7;4;13.8
55;16.5;101.8;4;13.2
41;15.3;94.2;4;13
55;15.4;99.9;2;11.3
43;14.5;95.8;3;12.6
34;12.2;87.8;4;13
20;10.4;81.5;3;12.4
13;7.7;70.3;4;11.1
49;16.2;98.9;4;11
34;10.9;86.2;4;11.2
58;15.3;98.9;4;11.3
43;16.1;97.8;4;11.7
17;11.6;80.4;2;8.8
47;16.3;99.4;2;9.4
18;11.7;82.7;3;10.8
6;7.2;69.8;3;10.8
19;12.4;85;3;10.5
26;11.1;82.5;2;11.1
30;14.5;91.3;2;10.1
45;13.1;92.3;4;12.5
44;14.5;97.5;4;12.6
9;9.1;69.7;2;9.5
50;16.4;101.7;4;14.6
7;6.4;60.5;2;10.4
50;15.5;99;4;13.8
40;14.1;92;4;13.8
10;10.9;73.8;1;8.3
7;8.6;68.9;4;11.6
31;13.1;92.4;4;11
32;13.7;91.4;4;13.4
43;14.3;98.4;4;11.2
57;20.7;108.3;3;10.8
16;10.8;80.8;4;13.2
54;17.9;113.8;4;12.5
52;17.6;103.8;4;12.6
48;16.8;104.3;3;10.9
37;13;90.9;4;11
42;13.4;96.8;4;11.1
36;16.2;96.3;4;11.3
40;18.4;100.1;3;10.6
18;10.5;78.6;3;10.5
42;17.4;101.7;4;11
36;14.1;96.7;4;12.4
9;8.3;67.3;4;11.2
56;16.8;104.5;4;12.6
27;13.9;92.1;4;11.2
55;20.1;107.7;4;12.8
22;11.6;83.7;3;10.7
17;10.4;78.3;3;10.8
35;12.5;91.4;2;8.1
46;15;97.9;4;12.7
6;9.9;69.3;4;11
54;15.7;100.6;4;12.5
19;12.6;82.9;4;11.8
24;10.8;84.6;4;12.3
24;12.6;87.3;4;12.7
53;16.6;101;4;12.4
53;19;107.1;4;12.3
7;8.2;67.3;4;12
30;11.6;83.8;3;10.9
18;9.1;77.3;4;11.1
10;11.5;72.3;2;9.5
43;16.2;96.4;4;13.2
11;10.9;71.7;4;11.8
49;22.6;106.9;4;12.4
51;17.8;103.6;4;12.4
41;13.9;95.6;4;11.7
18;10.8;82.8;4;12.5
30;14.5;94.2;4;11.7
18;12.2;79.4;4;11.8
21;12.9;84.4;4;13.8
37;15.3;97.2;3;10.4
19;10.6;82.3;4;12.1
27;12.1;85.7;4;12.3
34;11;90.4;4;12.9
46;13.7;97.4;4;11.7
31;13.9;88.2;4;11.4
40;13.2;91.1;4;13
54;20.9;104.6;4;14.1
30;17.5;91.5;4;12.9
58;22.1;103.4;3;10.9
7;9.5;68.9;3;10.8
57;21.1;112.3;4;11.9
21;14.5;88.3;4;12.6
8;8.8;69.7;4;13.3
50;15.9;97.8;3;10
25;15.2;89.4;4;12.2
50;16.4;100.3;3;10.7
16;11.6;78.6;2;8.6
34;13;86.1;3;10.7
59;16.1;99.8;4;11.6
37;12.4;85.7;3;10.9
9;8;69.2;4;11.6
25;14.9;88.7;2;8.7
50;18.7;100.9;3;10.9
14;9.6;73.4;4;11
6;7.5;63.6;4;11.9
55;22.3;110.8;4;12.2
18;9.9;75.3;4;12.5
26;14.2;89.9;3;10.9
33;17.6;96.5;4;13.4
20;11.7;80.1;4;12
52;13.2;95.8;3;10.5
39;15.5;97.2;4;11.3
31;14.3;90.2;4;11.5
40;24;101.2;4;13
17;11;77.2;3;10.1
6;7.8;65.6;4;11.9
26;12.1;84.1;3;10.2
22;11.5;83.1;4;11.7
50;16.7;100.6;3;10.1
9;10.7;71.3;3;10.3
57;22.8;108.4;4;13.4
16;8.3;74.8;4;11.5
40;17.2;100.4;4;11
16;8.6;75.4;4;11.3
9;7.5;68.6;4;11.3
18;9.8;74.2;2;10.9
44;15.1;95.2;4;16.6
39;13.2;89.4;4;16.4
58;15.8;100.4;3;13.8
6;7.8;63.8;4;14.7
40;12.1;88.8;4;14.3
22;9.2;73.7;2;11.7
49;13.2;91.1;3;13.1
35;12.4;86.8;2;12.9
26;11.8;82.2;3;13.5
58;17.7;105.8;4;11.5
30;14;95.8;4;12
52;15.4;101.3;4;11.3
45;13.3;96.3;4;11.2
38;13.6;93.8;4;11.4
36;12.5;90.3;4;12.4
8;8.3;69.9;4;11.6
51;17.2;100;4;11.6
59;17.1;109.6;4;14
40;13.8;93.9;3;13.1
18;12;83.2;3;12.8
30;14.1;88.2;3;12.8
51;20.3;107.8;4;14
42;13.4;94.6;3;13.1
8;7.9;66.6;4;14.4
42;16;102.8;3;12.9
24;10.3;79.3;4;14.2
41;13.8;94.9;4;14.5
39;15.2;96.1;2;11.7
10;9;69.6;4;13.4
6;8;63.8;4;14.4
11;7.1;68.4;4;14.4
53;22.6;105;4;15
53;15.6;100.8;4;13.5
52;16.1;99.5;4;15.3
46;17.9;101.9;4;13.4
53;22.8;107.9;4;14.3
18;9.5;77.4;4;13.5
50;16.9;100.9;4;15.9
46;16.7;99.7;4;13.5
45;23.7;108.3;4;16.1
37;13.2;89.3;3;14
36;17;97.9;4;16.1
52;15.1;98.6;4;16.8
17;9.9;79.2;4;14.8
49;14.5;94.7;4;14.3
55;17.1;102.1;3;12.7
9;7.9;68.4;3;12.5
53;15.8;101.9;4;14.2
36;14.3;90.5;4;14.4
53;21.7;113.9;3;13.2
43;15;97;4;13.8
23;10.1;82.3;4;13.6
23;11.8;84.3;3;13.1
31;16.8;94.3;4;14.1
46;16.1;98.9;3;13
10;8.9;70.3;2;10.7
29;12.6;87.4;4;13.3
59;17.1;104.9;4;14.4
53;14;95.8;4;14
18;9.2;76.6;4;14
47;14.8;99.4;4;13.8
10;8.2;71.3;2;11.9
29;13.2;86.1;2;11.6
26;10;84.1;4;15.3
25;8.8;80.3;3;12.3
53;15.7;98.3;4;12
18;9.7;75.3;4;12.2
31;11.9;89;4;12.2
39;18.2;103.6;4;12
38;14.5;96.3;4;12
8;8.7;70.2;2;9.5
49;16.7;99.1;4;11.7
21;10.2;79.3;3;10.6
56;11.5;93.1;4;12.5
29;12.6;85.8;3;13.2
21;10.8;84.1;4;15.1
23;13;87.5;3;12.9
21;11.5;86;4;13.6
32;11.7;85;4;15.2
19;8;75.5;4;14.1
33;14.7;95.7;4;15.3
52;14.4;95.6;4;13.9
10;10.6;74.5;3;12.8
56;15.5;100.4;4;13.4
18;12.3;81.7;4;13.7
24;11.1;81.5;2;12
57;21.3;108.6;4;15.1
14;9.2;75;3;14
31;12;84.7;4;16.3
38;13.3;92.7;4;16.9
15;7.3;71;3;13.2
59;15.4;98.4;4;14.8
12;8.1;70.5;3;10.9
50;13.5;96.4;4;11
47;18.1;99.6;4;11.9
18;10.3;79.2;3;10
57;17.1;99.9;4;11.6
53;17.5;104.4;4;12
17;10.3;78;4;11.5
55;16.7;101.4;4;12.5
6;8.9;69.7;2;8.6
44;14.6;95;2;9.9
15;7.8;72.8;4;12.7
41;13.8;92;4;11.2
7;8.1;68.3;4;11.4
28;11.2;83.9;4;11.9
51;14.6;97.1;4;11.1
58;17.4;105.8;4;14.4
23;12.8;86.6;4;14.4
48;17.2;99.9;3;14.1
31;11.6;88;4;14.8
46;15;100.6;4;16.7
34;12.8;88.1;4;14.9
46;15.3;95.9;3;14.1
59;14.2;96.1;3;13.2
57;18.8;106.8;4;13.9
33;12.4;84.6;4;13.6
32;11.8;86.6;4;14.9
12;10.1;72.3;4;13.4
34;15.5;92.3;4;14.5
27;11.9;86.5;4;16.7
24;12;82.6;4;14.6
21;14.8;85.5;4;11.8
43;23.1;105.4;4;11.7
25;11.4;83.7;4;11.4
9;10.7;72;3;10.8
54;18.2;105.9;4;12.2
12;8.1;69.3;4;12.1
40;14.6;93.1;4;14
45;19.8;100.5;4;11.9
32;19.9;95;4;12.8
58;23.2;110;4;12.1
18;10;76.8;4;11.7
9;8.6;68.9;3;10
40;12;94.4;3;10.4
41;20.2;104;4;11.9
7;7.9;65.6;4;12.4
8;7.3;65.2;3;10.5
56;13.7;96.4;3;10.6
52;13.9;97;3;10.4
11;9.2;70.7;2;8.1
38;14.1;96;4;11.4
53;16.9;98.8;4;13.2
42;16.2;100.5;3;10.4
49;16.8;95.1;4;11.2
42;21.4;101.5;4;12.5
11;7.9;69.1;3;10.8
43;17.3;98;4;12.1
29;10.9;87.6;4;11
32;13;88;4;11.5
29;13.4;90.6;4;12.1
24;11.8;89.2;4;11.1
20;13.4;86.2;4;11.4
10;8.9;73;4;11
53;21.4;109.4;4;12.8
6;8.1;67.9;2;9.5
37;14.2;97.3;4;11.2
27;12.5;84.1;4;12.4
13;11.2;76.9;4;11.3
51;24.6;110.4;4;12.1
36;14.8;92.8;4;11.6
11;8.1;70.7;2;8.7
23;11.9;82.5;4;11.6
18;8.8;72.4;4;13
18;9.9;74.4;4;12.7
50;17.3;101.8;4;11.9
42;17.8;102.7;4;11.3
19;12.1;81.3;4;11.8
54;15.5;100.4;4;11.8
21;11.3;86.2;4;11
25;18.6;89.4;4;12.9
46;16.2;97.8;4;13.4
36;14.2;95.6;4;11.4
52;21.1;109.2;4;11.7
34;12;92.9;4;13.2
18;10.5;79.8;3;10.6
6;7.3;63.4;3;10.6
9;9.4;70.4;4;12.2
47;20.1;104;2;9.8
45;16.6;98.3;4;11.1
26;12.4;87.6;3;10.6
27;10.3;82.3;4;11
27;13.8;86.8;2;7.3
41;14.2;91.7;4;11.7
58;19.9;109.4;4;12.1
18;11.7;83;4;13.9
41;16.3;96.5;4;11
22;12.4;84.7;4;11.8
9;9.7;71.5;3;10.4
29;13.1;88.6;4;12.6
16;13.4;83.1;4;11.1
59;21.3;110.3;4;11.3
46;17.5;101;4;12.7
53;18.5;106.4;4;13
7;8.1;66.8;3;10
38;21.1;102.4;3;10.6
32;12.4;90.3;4;11.7
23;14.7;90.2;3;10
23;15.7;86.8;4;11.5
28;13.6;92.2;4;12.1
15;9.9;76.6;2;9.6
20;12.7;80.4;4;11.9
24;9.4;82.7;2;8.5
10;9.1;69.9;2;9.9
38;17.3;97.3;4;11.7
40;12.6;92.6;4;12.9
41;14.5;95.1;4;11.3
42;12.6;95.7;4;11.7
13;9;72;4;11.1
20;10.6;79.3;4;11.4
9;11.3;74.1;4;11.1
24;14;85.8;4;12.1
56;13.9;98.2;4;11.8
11;9;73.8;2;9
23;10.7;80.3;4;12.6
19;10.7;81.3;4;13.3
29;11.2;83.2;4;11.7
59;19.1;107.4;4;11.6
56;19.9;103.1;3;13.5
30;13.4;86.6;3;13.3
10;8.4;70.6;3;13
34;12.1;82.3;3;13.4
59;17.1;98.5;4;14.6
13;8.9;70.4;3;12.4
43;13.3;92;4;14.6
15;7.8;70.4;2;11.3
10;9;69.2;2;11.8
17;9.7;76.4;3;12.6
52;14.1;98.9;4;15.1
21;10.4;77.7;4;14.1
46;11.8;89.5;4;13.6
25;11.1;80.9;4;13.6
51;13.7;92.9;4;13.8
33;14.7;91;4;13.3
59;15.1;97.9;4;15.3
37;13.3;89.2;3;12.5
17;5.9;64.7;4;11.6
56;16.4;102.6;4;11.2
31;12;85.7;4;11.6
46;16.3;99.2;4;11.6
20;11;78.3;4;13.2
20;11.1;82.4;4;12.1
56;19.6;109.3;4;11.8
52;17.3;104.2;4;11.3
51;19;108.4;4;12.1
9;8.2;73.8;3;10.7
48;18.5;97.9;4;12.5
26;10.5;84.4;4;11
59;14;100.7;4;12
50;11.2;87.6;4;12.5
28;11.6;84.2;4;13
57;18.4;103.7;4;13.1
33;17.7;93.3;4;13.3
41;17.1;103.3;4;12.1
18;11;80.6;4;11.3
13;9;75.9;2;9.4
6;8.4;70.7;3;10.7
15;9.6;75.8;4;11.5
47;19.7;107.3;4;11.1
7;7.8;66.9;4;11.6
28;11.6;85.8;3;10.7
44;16;102;4;12
19;10.9;79.7;3;10.4
40;17.2;97.1;4;12
39;19.6;102.3;4;13.2
46;15.7;100.9;4;12.5
53;17.8;105.5;4;12.5
19;12.1;83.1;4;12.4
37;14;92.3;4;12.1
47;18.1;103.9;4;13.4
55;19.9;106.2;4;13.6
40;15.9;98;4;12.5
27;12.6;92;4;12.5
41;14.8;95.9;4;13.1
20;10.9;81.3;3;10.5
52;17;106;4;13.1
36;13.1;91.8;4;11.9
37;15.1;95.4;4;12.1
7;9.1;69;3;10
42;15.5;97.2;4;12
35;15.4;98.8;4;12.1
15;9.1;76.2;4;11.9
34;14.3;97.5;4;12.9
43;15.5;98.2;4;12.9
9;9.5;71.8;2;9.3
14;12.8;83.1;3;10.8
22;12.8;88.5;4;11.1
39;13;93.1;4;12.1
17;13.4;84.2;4;12.3
57;15;103;4;11
55;18.1;108.3;4;13.7
45;19.5;104.3;4;11.4
55;18;103.2;4;11.9
12;8.2;66.4;4;11.2
26;10.9;80.6;4;11
56;18.8;106.9;4;11.9
11;7.9;71.2;4;11.4
52;23.1;113.5;4;11.4
26;11;83.3;2;9.8
51;15.9;102;4;11.7
12;8.1;70.8;4;12.2
53;16.7;102.8;4;12.9
10;7.5;67.7;4;11.8
19;8.5;74.1;4;11.1
29;11;80.3;4;11.9
44;20.2;107.3;4;11.9
40;13.4;94.8;4;11.3
41;17.1;102.4;4;12.9
55;17.3;101.2;3;10.5
11;10.3;73.1;2;7.5
34;16;94.7;4;11
20;10.8;80;4;11.5
42;19.7;100.6;4;11.3
22;10.5;80.2;3;10.6
13;11.6;81.2;3;10.2
38;14.5;98.2;4;11.8
7;8.6;68.7;4;13.5
53;15.2;99.1;4;11.6
20;11;84.8;4;12.3
21;9.9;78.4;4;12.6
58;20.1;108.9;4;11.7
37;13.9;91.1;3;10.1
38;15;98.3;3;10.2
58;18.4;109.7;4;11.9
24;11.7;83.8;4;12
58;16.7;102.2;4;12.1
32;13.2;92.3;3;10.8
9;8.7;69.4;4;11.1
37;13.5;93.3;4;12.1
25;14.3;84.7;4;12.2
16;12.7;80.3;3;10.4
19;11.4;83.3;3;10.7
41;14.3;93.2;3;10.2
23;12.5;85;4;13.5
18;12.4;80.9;4;12.6
37;16.2;100.8;4;11.9
32;13.6;92.4;1;6.9
48;14.9;99.9;3;10.7
50;16.5;101.9;4;12.7
57;19.4;109.6;4;14.5
20;11.7;83.8;4;11.7
38;13.5;92;4;12.6
21;12.4;84.2;4;11.9
59;15.6;98.6;4;12.7
56;16;101.1;3;10.4
34;15.9;90.7;4;11
49;16.1;99.1;3;10.7
55;18.3;106.7;4;12
24;10.7;80.9;2;9
58;18.5;104.3;4;13.3
6;8.8;68.5;3;10.9
51;16.4;99.8;3;10.9
58;21.1;106.8;4;12.1
8;8.1;70.6;4;13
25;11.4;83.4;2;9.2
57;15.9;102.7;3;10.3
42;14.5;93.8;3;12.9
42;12;86.8;4;13.4
20;9;74;4;13.6
13;8.9;72.6;3;12.7
15;8.2;70.4;4;15.6
26;10.5;82.8;4;13.6
27;11.5;83.8;4;14.3
8;8.1;67.7;4;13.1
31;12.7;86.5;4;14
56;16.4;102.1;4;13.9
37;12.9;91.5;4;14.3
53;14.5;99.3;4;12
41;19;97.4;4;12.8
51;12.2;95.1;3;10.1
51;16;100.4;4;12
50;15.7;103.3;4;12.2
29;12.6;89.2;2;9.8
52;12.9;94.7;4;11.6
33;10.5;84.8;4;12.6
33;10.7;85.4;4;11.9
12;8.9;72.5;4;11.2
41;16.5;96.7;3;10.9
42;16;100.6;4;11.3
19;10;77.8;4;11.2
17;9.5;75.6;4;13.1
57;18.6;106.4;4;12
44;14.6;97.5;4;11.2
35;18.5;99.5;2;9.9
8;8.1;69.8;4;11.2
39;12.6;92.3;4;12.5
52;17.9;104.4;4;13.3
43;13.7;94;3;10.4
50;14.2;99.9;4;12.4
7;9.3;68.9;2;9.9
32;12.2;89.9;4;11.5
35;24.5;92.5;4;11.6
49;16.1;102.4;4;11.9
10;8.9;72.8;3;10.7
31;12.4;87.4;3;10.7
47;16.3;103.6;3;10.8
55;13.4;99.9;4;12.1
55;16.9;103.7;4;12.8
19;11.5;83.4;4;12.1
12;10.3;71.3;2;9.1
10;10.3;74.1;3;10.8
57;22.5;111;4;12
49;17;104.3;4;11.8
54;18.9;102.4;3;10.9
22;12.8;86.8;2;9.1
25;12.8;90.7;4;11
59;23.2;115.7;4;12.8
27;17.3;91.8;2;9.8
35;14;94.3;3;10.8
34;20.4;102.4;4;12.6
24;12.8;82.7;2;9.6
19;14.3;85.3;2;8.9
56;17.8;105.3;4;11.9
59;23.9;113.9;4;13.2
26;11.7;86.4;4;11.3
37;14.1;98.3;4;11.9
33;16.4;95.3;4;12.2
8;7.7;67;3;10.8
29;13.9;91.4;4;11.3
38;13.8;88.2;4;11
11;9.2;74.3;4;12.2
42;14.8;96.7;4;11.2
28;12.5;85.7;4;11.4
50;18.3;109.5;4;11.9
6;8;65.1;4;11.4
59;16.8;101.8;3;10.6
55;15.8;103.4;4;13
44;22.5;105.4;4;13.7
59;17.1;104.6;3;10.9
53;13.1;99.8;4;11.1
18;11.2;79.8;3;10.2
38;14.3;91.7;4;12.1
41;16.2;94.1;4;11.3
41;16;98.3;4;11
39;16.2;100.4;4;12.1
53;15.6;103.4;4;12.2
8;8.1;68.5;3;10.6
44;14.3;94.1;4;11.2
23;12.5;86.5;4;13
36;15.9;99.1;4;11.6
19;9.6;78.8;4;12.2
44;14.3;94.1;2;9.8
22;12.4;87.3;4;11.3
26;11.6;86.8;4;11.6
11;10.4;75.7;3;10.5
38;15;94.1;4;12.4
23;12.6;83.3;4;11.9
57;17.8;108.8;3;10.8
8;8.4;68.1;3;10.2
41;15.9;98.9;4;12.3
15;11.7;80.2;2;8.6
57;20.1;111.3;4;12.8
38;12.6;92.5;4;11.4
28;15.2;90.7;4;11.1
17;10.8;80.7;2;9.1
15;10.6;76.4;3;10.5
11;10.8;73.5;3;10.6
24;11.1;82.2;4;11.2
37;12.7;88.5;4;11.4
58;23.9;107.5;4;11
58;23;105.6;3;10.7
24;11.7;87;4;12.1
45;24.6;110.3;4;12.4
10;9.5;71.2;2;9.6
48;28.1;107.9;4;12.2
32;13.1;88.7;4;11.6
21;13.6;87.8;4;12.9
25;13.3;92;4;12.1
7;8.1;68.3;2;9.3
17;9.7;77.5;3;10.7
46;15.9;102.4;4;13.2
17;9.3;77.1;3;10.6
24;11.9;85.4;4;11.2
50;15.9;104;4;11.5
29;12.7;90.6;4;11.6
22;11.4;79.2;4;12
38;13.8;95.4;4;12.5
24;12.8;92;3;10.5
19;12.3;85;4;12
51;14.7;99.9;3;10.2
52;15.2;98.5;4;11.1
50;18;109.6;4;11.5
9;8.8;74.4;4;11.7
43;13.6;93.7;3;10.9
8;8;69;4;12
27;12;86.7;4;11.5
41;16.9;100.9;3;10.8
9;7.7;65.3;3;10.6
6;8.1;65.8;3;10.2
16;10.7;77.7;4;11.3
51;21.2;108.3;4;11.4
49;29.4;114.4;4;12.3
37;13.8;96.7;4;11.9
9;9.4;68.1;4;11
51;17.8;101.9;4;13.5
29;14.9;90.2;4;12
17;10.4;78.5;3;10.8
30;13.7;92.1;4;11.4
46;17.2;103.7;4;13.5
14;12;79.5;4;12.6
30;12.3;89.4;4;11.7
39;17.1;95.8;4;12.6
27;14.8;93.5;4;12.8
35;14.3;94.2;3;10.9
41;15.9;97.3;4;11.1
46;17.3;100.6;3;10.7
23;12.1;83;4;11.9
39;17.6;100;4;12.9
33;13.9;91.4;3;10.6
10;7.9;68.7;3;10.1
15;10;80.7;4;12.2
47;17;110.8;4;13.3
46;21.9;107.4;4;11.8
46;22;100.9;4;11.8
44;14.3;100;4;11.9
6;7.5;65.3;4;11.8
29;12.7;91.5;3;10.9
40;16.2;99.7;4;11.7
39;15;97;4;12.9
33;12.2;89.4;4;12.1
56;16.9;101.7;4;14
27;13.9;89.1;4;11.4
59;18.8;108.6;4;11.7
31;11.4;91.5;4;12.6
59;21;111.2;4;13.2
56;21.5;108.5;4;12.3
52;19.2;106;4;13.2
56;20.9;107.3;4;12
56;22.2;108.6;4;12.1
57;24.5;113.7;4;12.6
42;18.2;100.4;4;11.4
21;10.6;79.6;4;12
40;16.5;98.9;4;11.5
9;9;70.5;2;9.2
55;16.9;104.9;4;11.4
55;17.3;106.7;4;11.4
11;8.3;72.9;4;11.2
47;20.2;111.5;4;11.8
36;15.5;91.8;3;10.9
13;10;73.4;4;11.5
43;18.4;99.5;4;12.3
52;18.6;104.1;4;12.9
52;17.5;104.6;4;11.8
12;10;75;3;10.2
8;10.4;71.5;3;10.1
14;13.2;77.5;3;10.6
20;14.3;89;4;13.1
53;24.3;109.3;4;11.9
48;17.1;104.9;4;12
40;12.7;92.6;4;11.8
19;11;79.9;4;11.8
40;12.9;99.2;3;10.8
31;13.6;91.3;4;11.7
30;14.5;93.6;4;11.8
8;9.9;72.5;4;11.6
37;17.4;98.5;4;13.2
22;11.6;83.5;4;11.6
19;11.8;79.9;4;12.9
42;17.5;102.4;4;12.4
43;15.3;100;4;11.2
50;15.6;98.6;3;10.2
25;12.7;87.5;4;12.4
33;18.2;99.5;4;11.7
36;18.9;102.9;4;13.3
58;17.3;107.1;4;12.5
7;9.2;69.5;4;11.5
57;19.6;105.8;3;10.7
54;12;89;3;10.9
33;14.8;96.5;4;11.7
33;18.3;99;4;11.9
35;14.6;96.4;4;12.5
59;15.5;100.9;3;10.5
21;13;89.7;4;12.8
12;8.8;71.5;3;10.5
32;13;90.6;4;11.9
56;17.2;103.5;4;11.6
29;15.6;92.8;4;11.3
50;18.9;107.6;4;11.1
46;15.1;97.6;4;11.9
17;10.1;77.8;4;11.2
52;20.5;108.8;4;12
15;10.2;78.4;3;10.9
32;16;101.3;4;13.6
32;12;86.7;4;12
38;17.4;97.5;4;12.6
31;14.8;94.7;4;11.3
8;11.6;73.8;4;11.8
15;10.3;76.7;4;11.3
54;19.3;109.8;4;12
32;17.2;94;3;10.8
8;8;67.5;3;10.2
14;8.8;74.1;3;10.8
46;15.2;99.3;4;11.7
8;9.8;71.7;4;11.1
49;17.4;105;4;13.7
46;16;100;4;12.3
12;9.8;74.8;3;10.6
32;19;94.2;3;10
8;7.7;69.3;2;9.1
46;18.2;104.9;3;10.3
32;12.5;90.8;4;11.4
20;10.7;80.5;3;10.9
15;9.1;74.1;4;11.6
45;12.7;95.4;4;12.4
25;13.6;90.7;2;8.8
47;14.1;94;4;11.9
49;15.5;94.4;3;10.1
18;12.8;85;4;12.5
49;16.5;106.4;4;11.7
32;10.8;85.2;4;11
40;12.9;97.4;4;11.3
33;13.5;89.9;4;12.8
50;20.9;105.5;4;13.7
39;17.5;98.3;4;11.8
43;14.9;96.8;4;12.4
57;16.2;101.5;4;12.6
46;14.5;101;4;11.7
48;15;95.6;4;11.9
36;14.2;91.4;4;11.7
47;16.4;99.1;4;11.3
19;10.4;74.6;4;11.8
50;13.5;101.2;4;12.2
57;21.5;108.9;3;10.2
55;21;112.4;4;11.5
23;11;86;4;12.7
45;20.9;103.8;2;9.9
20;9.1;77.4;4;11.3
59;18.4;105;4;11.6
14;11.9;77.7;2;8.3
30;14.4;88.1;4;11.1
24;11.1;84.6;4;11.9
10;11.9;73.8;3;10.4
29;11.2;87.1;3;10.4
45;15.4;97.7;3;10.9
14;9;76.4;4;12.2
58;19.9;107.6;4;12.1
48;15.9;103.7;4;12.4
31;14.6;95;4;12.6
10;11.1;74.9;2;8.3
34;15.3;90.8;4;11.9
23;12;84.1;3;10.5
12;9.7;73.9;4;11.9
37;14.1;93.6;4;12.4
11;8.2;67.8;4;12.9
10;9.6;70.5;4;13.5
44;16.2;100;4;11.7
46;15.8;102;3;10.7
48;12.8;94;4;11.2
8;10.8;73;4;11.1
49;14.8;95.4;4;11.9
44;15;102.9;4;12
23;11.3;84.3;4;12.1
33;13;92.4;3;10.4
14;12.1;75;3;10.8
39;14.7;98.7;4;11.5
9;9.9;71.7;3;10
17;10.4;80.3;3;10.8
21;10.9;80.5;3;10.9
53;17.3;101.6;4;12.7
42;14.7;95;4;11.2
42;15.8;97.2;3;10.1
8;7.3;65.3;2;9.7
41;16.9;97.9;3;10.8
34;14;97.4;3;10
19;12.1;83.4;4;11.7
50;14.4;96.7;4;11.2
35;16.8;95.4;3;10.9
30;13.8;92.4;4;12.6
28;14.3;92.9;4;12.4
49;17.1;102.5;4;11.2
24;10.7;84.7;4;11.4
